date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition
2024-01-15,23,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.97,16.51,287,0,0,Sunny
2024-01-15,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.82,23.43,178,0,0,Sunny
2024-01-15,29,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.92,2.35,820,0,0,Cloudy
2024-01-15,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.89,12.07,448,0,0,Cloudy
2024-01-15,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.27,8.22,578,0,0,Cloudy
2024-01-15,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.07,8.21,447,0,0,Rainy
2024-01-15,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.69,7.53,633,0,1,Cloudy
2024-01-15,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.55,14.24,362,0,0,Cloudy
2024-01-15,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.95,2.59,600,0,0,Sunny
2024-01-15,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.01,8.85,681,0,0,Sunny
2024-01-15,39,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.1,22.44,108,0,1,Rainy
2024-01-15,40,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.27,5.67,350,0,0,Sunny
2024-01-15,42,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.44,7.24,331,0,0,Cloudy
2024-01-15,42,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,51.41,66.97,190,0,0,Cloudy
2024-01-15,43,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.23,44.73,207,0,1,Sunny
2024-01-15,46,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.78,4.98,340,0,0,Cloudy
2024-01-15,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.36,9.76,299,0,0,Sunny
2024-01-15,49,Kopitiam,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,12.44,12.87,353,0,0,Cloudy
2024-01-16,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,19.79,32.82,181,0,0,Sunny
2024-01-16,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.48,2.85,159,0,0,Sunny
2024-01-16,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.44,32.02,0,0,0,Rainy
2024-01-16,5,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.82,26.13,209,1,0,Rainy
2024-01-16,5,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.19,3.93,461,0,0,Cloudy
2024-01-16,8,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.15,3.52,405,0,0,Sunny
2024-01-16,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,25.9,56.46,63,0,0,Sunny
2024-01-16,9,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.5,46.17,145,0,1,Cloudy
2024-01-16,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,32.84,40.52,44,0,0,Cloudy
2024-01-16,13,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,16.57,31.23,178,0,0,Cloudy
2024-01-16,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.86,279,0,0,Rainy
2024-01-16,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.49,26.75,181,0,0,Rainy
2024-01-16,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.06,2.58,350,0,0,Cloudy
2024-01-16,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.77,20.76,191,0,0,Cloudy
2024-01-16,20,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,26.83,41.07,189,0,0,Cloudy
2024-01-16,20,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,24.41,42.96,169,0,0,Cloudy
2024-01-16,21,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.08,11.51,218,0,0,Sunny
2024-01-16,21,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,19.43,40.86,281,0,0,Cloudy
2024-01-16,24,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,11.42,14.22,324,1,0,Rainy
2024-01-16,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.74,16.95,179,0,0,Sunny
2024-01-16,30,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.68,15.87,0,0,0,Sunny
2024-01-16,30,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.69,3.44,508,0,0,Sunny
2024-01-16,30,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.84,3.62,185,0,0,Cloudy
2024-01-16,33,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.65,3.97,491,0,0,Sunny
2024-01-16,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.09,2.59,576,0,0,Sunny
2024-01-16,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.93,1.76,789,1,0,Cloudy
2024-01-16,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.03,21.35,187,0,0,Rainy
2024-01-16,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.56,10.94,181,0,0,Rainy
2024-01-16,37,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.91,2.05,1091,1,0,Sunny
2024-01-16,39,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.8,4.13,438,0,0,Rainy
2024-01-16,41,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.72,3.34,377,0,0,Sunny
2024-01-16,45,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.93,18.71,100,0,0,Sunny
2024-01-16,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.64,12.19,369,0,0,Sunny
2024-01-16,46,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,23.74,49.3,192,0,0,Sunny
2024-01-16,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.11,5.45,719,1,0,Cloudy
2024-01-17,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.13,81.9,0,0,0,Sunny
2024-01-17,9,Casual Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.77,8.08,509,1,0,Sunny
2024-01-17,13,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.1,7.91,91,0,0,Cloudy
2024-01-17,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.1,10.06,190,0,0,Sunny
2024-01-17,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.01,3.16,224,0,0,Sunny
2024-01-17,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,12.77,20.73,351,0,0,Sunny
2024-01-17,23,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.22,30.47,0,0,0,Rainy
2024-01-17,26,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,22.25,32.63,107,0,0,Sunny
2024-01-17,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.49,2.4,372,0,0,Sunny
2024-01-17,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.03,24.33,0,0,0,Cloudy
2024-01-17,28,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,46.52,49.52,191,1,1,Cloudy
2024-01-17,29,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.42,15.57,202,0,0,Sunny
2024-01-17,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.63,26.43,171,0,0,Sunny
2024-01-17,32,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,37.81,64.99,0,0,0,Sunny
2024-01-17,38,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,15.06,15.23,161,0,0,Sunny
2024-01-17,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.08,14.19,404,0,0,Rainy
2024-01-17,43,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.05,4.33,274,0,0,Sunny
2024-01-17,45,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.25,6.86,252,0,0,Sunny
2024-01-17,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.57,17.27,0,0,0,Rainy
2024-01-17,47,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.12,3.02,286,0,0,Sunny
2024-01-17,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.08,6.81,135,0,0,Cloudy
2024-01-17,49,Kopitiam,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.75,15.92,137,0,0,Sunny
2024-01-18,1,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.42,8.16,263,0,0,Sunny
2024-01-18,4,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.19,7.31,652,1,0,Sunny
2024-01-18,7,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.28,48.86,0,0,0,Cloudy
2024-01-18,7,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.67,18.82,122,0,0,Sunny
2024-01-18,7,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,23.31,51.77,52,0,1,Rainy
2024-01-18,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.98,14.02,384,0,0,Sunny
2024-01-18,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,32.1,47.86,136,0,0,Sunny
2024-01-18,13,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.13,2.4,883,0,1,Sunny
2024-01-18,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,20.06,34.27,0,0,0,Cloudy
2024-01-18,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.83,126,0,0,Sunny
2024-01-18,20,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.84,9.2,287,0,0,Cloudy
2024-01-18,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.03,24.22,81,1,0,Sunny
2024-01-18,23,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,52.26,66.79,78,0,0,Sunny
2024-01-18,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.89,9.53,121,0,0,Sunny
2024-01-18,24,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.44,11.7,233,0,0,Cloudy
2024-01-18,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.22,10.63,645,1,0,Sunny
2024-01-18,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.78,24.98,100,0,0,Rainy
2024-01-18,33,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.0,11.89,239,1,0,Sunny
2024-01-18,34,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.4,10.3,252,0,0,Cloudy
2024-01-18,34,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.09,11.59,356,0,0,Cloudy
2024-01-18,41,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,33.43,46.98,202,0,0,Cloudy
2024-01-18,41,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.6,2.57,863,1,0,Sunny
2024-01-18,43,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,28.34,33.72,170,1,0,Cloudy
2024-01-18,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.04,8.6,396,1,0,Cloudy
2024-01-18,48,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.4,3.67,280,0,0,Sunny
2024-01-19,3,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.0,6.81,21,0,0,Sunny
2024-01-19,3,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,31.37,44.52,160,0,0,Cloudy
2024-01-19,4,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.48,45.92,99,0,0,Cloudy
2024-01-19,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.03,8.27,908,1,0,Rainy
2024-01-19,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.15,20.43,96,1,0,Cloudy
2024-01-19,7,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,20.02,33.28,205,1,0,Rainy
2024-01-19,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.45,11.82,251,0,0,Cloudy
2024-01-19,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.77,6.15,216,0,0,Cloudy
2024-01-19,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.07,7.54,419,0,0,Sunny
2024-01-19,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.08,5.32,650,1,0,Rainy
2024-01-19,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.83,12.93,107,0,0,Sunny
2024-01-19,19,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,17.43,25.73,66,0,0,Sunny
2024-01-19,21,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,2.98,6.35,193,0,0,Sunny
2024-01-19,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.81,1.77,438,1,0,Sunny
2024-01-19,23,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.24,17.76,278,1,0,Sunny
2024-01-19,24,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.79,4.15,298,0,0,Cloudy
2024-01-19,28,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,7.09,7.25,214,0,0,Cloudy
2024-01-19,28,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.15,8.52,336,0,0,Rainy
2024-01-19,29,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.94,22.96,103,0,0,Cloudy
2024-01-19,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.31,17.87,161,0,0,Sunny
2024-01-19,32,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.76,9.46,191,0,0,Cloudy
2024-01-19,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,44.13,81.76,0,0,0,Sunny
2024-01-19,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.32,14.4,111,0,0,Rainy
2024-01-19,35,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.42,7.99,324,0,0,Sunny
2024-01-19,36,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.11,2.54,431,0,0,Cloudy
2024-01-19,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.9,7.67,362,0,0,Sunny
2024-01-19,39,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.28,4.44,436,0,0,Rainy
2024-01-19,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,27.36,38.43,47,0,0,Cloudy
2024-01-19,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,32.53,45.37,77,0,0,Sunny
2024-01-19,41,Cafe,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.53,4.44,565,1,1,Cloudy
2024-01-19,41,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.13,3.2,511,1,0,Sunny
2024-01-19,41,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,29.31,41.17,212,0,0,Rainy
2024-01-19,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.61,19.54,164,0,0,Sunny
2024-01-19,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.53,16.78,134,0,0,Cloudy
2024-01-19,44,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.02,2.52,321,0,0,Sunny
2024-01-19,45,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.24,9.14,122,0,0,Sunny
2024-01-19,46,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,23.09,30.86,259,1,0,Rainy
2024-01-19,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.62,8.14,438,0,0,Cloudy
2024-01-19,49,Kopitiam,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.12,2.94,535,0,0,Sunny
2024-01-20,1,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.05,3.08,678,0,0,Cloudy
2024-01-20,3,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.82,6.15,635,1,0,Rainy
2024-01-20,7,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.21,20.12,24,0,0,Sunny
2024-01-20,9,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,27.31,29.79,344,1,0,Cloudy
2024-01-20,10,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.84,14.04,674,0,1,Cloudy
2024-01-20,10,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,44.27,67.72,158,0,0,Cloudy
2024-01-20,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.3,7.88,575,0,0,Cloudy
2024-01-20,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.84,2.05,723,0,0,Sunny
2024-01-20,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.3,6.69,716,1,0,Cloudy
2024-01-20,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.96,2.45,407,0,0,Sunny
2024-01-20,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.25,17.14,374,1,0,Rainy
2024-01-20,25,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.64,24.45,243,0,0,Sunny
2024-01-20,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,4.97,7.47,451,0,0,Rainy
2024-01-20,28,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,43.99,65.13,105,0,0,Cloudy
2024-01-20,30,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,32.93,40.71,251,0,0,Cloudy
2024-01-20,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.43,77.32,52,0,0,Sunny
2024-01-20,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.59,30.13,50,0,0,Sunny
2024-01-20,39,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.46,12.02,312,1,0,Cloudy
2024-01-20,42,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.26,48.79,283,0,0,Sunny
2024-01-20,43,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.48,34.39,253,0,0,Cloudy
2024-01-20,43,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.0,3.64,1190,1,0,Cloudy
2024-01-20,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.17,12.26,308,0,0,Sunny
2024-01-20,45,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.76,16.43,396,0,0,Cloudy
2024-01-20,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.33,13.96,352,0,0,Rainy
2024-01-20,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.91,2.19,416,0,0,Sunny
2024-01-21,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.24,20.44,272,0,0,Sunny
2024-01-21,10,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.76,13.63,391,0,0,Sunny
2024-01-21,14,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.28,4.27,409,1,0,Sunny
2024-01-21,15,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.89,5.75,326,0,0,Cloudy
2024-01-21,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.53,27.14,0,0,0,Sunny
2024-01-21,19,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.36,3.66,377,0,0,Cloudy
2024-01-21,20,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,20.36,48.56,100,0,0,Cloudy
2024-01-21,20,Casual Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.7,8.25,691,1,0,Cloudy
2024-01-21,20,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,25.18,48.42,69,0,0,Rainy
2024-01-21,21,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.12,10.34,272,0,0,Sunny
2024-01-21,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.74,2.35,506,0,0,Sunny
2024-01-21,23,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.51,6.18,524,0,0,Cloudy
2024-01-21,23,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.71,78.0,89,0,0,Rainy
2024-01-21,25,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,39.49,54.95,279,0,0,Sunny
2024-01-21,25,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.64,15.73,268,0,0,Sunny
2024-01-21,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.16,32.31,127,0,0,Sunny
2024-01-21,33,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.96,17.94,0,0,0,Sunny
2024-01-21,33,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,33.09,40.97,0,0,0,Cloudy
